BSE_CODE,BSE_NAME,BSE_SYMBOL,BSE_SECURITY_NAME,Status,Group,BSE_FACE_VALUE,ISIN,Instrument,NSE_SYMBOL,NSE_NAME,SERIES,DATE OF LISTING,PAID UP VALUE,MARKET LOT,NSE_FACE_VALUE,CompanyName,Ticker,Exchange
,,,,,,,INE0NN720012,,ATL-RE,Allcargo Terminals Ltd-RE,BE,24-Nov-25,2,1,2,Allcargo Terminals Ltd-RE,ATL-RE.NS,NSE
,,,,,,,INE351Y01019,,BETA,Beta Drugs Limited,EQ,24-Nov-25,10,1,10,Beta Drugs Limited,BETA.NS,NSE
531201,Shilchar Technologies Ltd.,SHILCTECH,Shilchar Technologies Ltd,Active,B ,10,INE024F01011,Equity,SHILCTECH,Shilchar Technologies Limited,EQ,24-Nov-25,10,1,10,Shilchar Technologies Limited,SHILCTECH.NS,BOTH
544614,Capillary Technologies India Limited,CAPILLARY,Capillary Technologies India Ltd,Active,B ,2,INE0ILV01024,Equity,CAPILLARY,Capillary Technologies India Limited,EQ,21-Nov-25,2,1,2,Capillary Technologies India Limited,CAPILLARY.NS,BOTH
544613,Fujiyama Power Systems Limited,UTLSOLAR,Fujiyama Power Systems Ltd,Active,B ,1,INE12UR01024,Equity,UTLSOLAR,Fujiyama Power Systems Limited,EQ,20-Nov-25,1,1,1,Fujiyama Power Systems Limited,UTLSOLAR.NS,BOTH
544612,Tenneco Clean Air India Limited,TENNIND,Tenneco Clean Air India Ltd,Active,B ,10,INE19RI01016,Equity,TENNIND,Tenneco Clean Air India Limited,EQ,19-Nov-25,10,1,10,Tenneco Clean Air India Limited,TENNIND.NS,BOTH
544608,Emmvee Photovoltaic Power Limited,EMMVEE,Emmvee Photovoltaic Power Ltd,Active,B ,2,INE1C6T01020,Equity,EMMVEE,Emmvee Photovoltaic Power Limited,EQ,18-Nov-25,2,1,2,Emmvee Photovoltaic Power Limited,EMMVEE.NS,BOTH
544609,Physicswallah Limited,PWL,Physicswallah Ltd,Active,B ,1,INE0LP301011,Equity,PWL,Physicswallah Limited,EQ,18-Nov-25,1,1,1,Physicswallah Limited,PWL.NS,BOTH
543539,MODI’S NAVNIRMAN LIMITED,MODIS,Modis Navnirman Ltd,Active,B ,10,INE0L0L01012,Equity,MODIS,Modis Navnirman Limited,EQ,14-Nov-25,10,1,10,Modis Navnirman Limited,MODIS.NS,BOTH
544606,Pine Labs Limited,PINELABS,Pine Labs Ltd,Active,B ,1,INE15B701018,Equity,PINELABS,Pine Labs Limited,EQ,14-Nov-25,1,1,1,Pine Labs Limited,PINELABS.NS,BOTH
,,,,,,,INE719F01016,,SHIVAUM,Shiv Aum Steels Limited,EQ,14-Nov-25,10,1,10,Shiv Aum Steels Limited,SHIVAUM.NS,NSE
544446,Advent Hotels International Limited,ADVENTHTL,Advent Hotels International Ltd,Active,T ,10,INE28GN01010,Equity,ADVENTHTL,Advent Hotels International Limited,BE,13-Nov-25,10,1,10,Advent Hotels International Limited,ADVENTHTL.NS,BOTH
544603,Billionbrains Garage Ventures Limited,GROWW,Billionbrains Garage Ventures Ltd,Active,B ,2,INE0HOQ01053,Equity,GROWW,Billionbrains Garage Ventures Limited,EQ,12-Nov-25,2,1,2,Billionbrains Garage Ventures Limited,GROWW.NS,BOTH
544569,Tata Motors Limited,TMCV,Tata Motors Ltd,Active,T ,2,INE1TAE01010,Equity,TMCV,Tata Motors Limited,BE,12-Nov-25,2,1,2,Tata Motors Limited,TMCV.NS,BOTH
544600,Lenskart Solutions Limited,LENSKART,Lenskart Solutions Ltd,Active,B ,2,INE956O01016,Equity,LENSKART,Lenskart Solutions Limited,EQ,10-Nov-25,2,1,2,Lenskart Solutions Limited,LENSKART.NS,BOTH
544597,Piramal Finance Limited,PIRAMALFIN,Piramal Finance Ltd,Active,B ,2,INE202B01038,Equity,PIRAMALFIN,Piramal Finance Limited,EQ,7-Nov-25,2,1,2,Piramal Finance Limited,PIRAMALFIN.NS,BOTH
544599,Studds Accessories Limited,STUDDS,Studds Accessories Ltd,Active,B ,5,INE00Q601028,Equity,STUDDS,Studds Accessories Limited,EQ,7-Nov-25,5,1,5,Studds Accessories Limited,STUDDS.NS,BOTH
544595,Orkla India Limited,ORKLAINDIA,Orkla India Ltd,Active,B ,1,INE16NZ01023,Equity,ORKLAINDIA,Orkla India Limited,EQ,6-Nov-25,1,1,1,Orkla India Limited,ORKLAINDIA.NS,BOTH
544587,Midwest Limited,MIDWESTLTD,Midwest Ltd,Active,B ,5,INE0XAD01024,Equity,MIDWESTLTD,Midwest Limited,EQ,24-Oct-25,5,1,5,Midwest Limited,MIDWESTLTD.NS,BOTH
544583,Canara HSBC Life Insurance Company Limited,CANHLIFE,Canara HSBC Life Insurance Company Ltd,Active,B ,10,INE01TY01017,Equity,CANHLIFE,Canara HSBC Life Insurance Company Limited,EQ,17-Oct-25,10,1,10,Canara HSBC Life Insurance Company Limited,CANHLIFE.NS,BOTH
544580,Canara Robeco Asset Management Company Limited,CRAMC,Canara Robeco Asset Management Company Ltd,Active,B ,10,INE218I01013,Equity,CRAMC,Canara Robeco Asset Management Company Limited,EQ,16-Oct-25,10,1,10,Canara Robeco Asset Management Company Limited,CRAMC.NS,BOTH
544578,RUBICON RESEARCH LIMITED,RUBICON,Rubicon Research Ltd,Active,B ,1,INE506V01022,Equity,RUBICON,Rubicon Research Limited,EQ,16-Oct-25,1,1,1,Rubicon Research Limited,RUBICON.NS,BOTH
538446,MONEYBOXX FINANCE LIMITED,MONEYBOXX,Moneyboxx Finance Ltd,Active,B ,10,INE296Q01012,Equity,MONEYBOXX,Moneyboxx Finance Limited,EQ,15-Oct-25,10,1,10,Moneyboxx Finance Limited,MONEYBOXX.NS,BOTH
544576,LG Electronics India Limited,LGEINDIA,LG Electronics India Ltd,Active,B ,10,INE324D01010,Equity,LGEINDIA,LG Electronics India Limited,EQ,14-Oct-25,10,1,10,LG Electronics India Limited,LGEINDIA.NS,BOTH
543364,Markolines Pavement Technologies Limited,MARKOLINES,Markolines Pavement Technologies Ltd,Active,B ,10,INE0FW001016,Equity,MARKOLINES,Markolines Pavement Technologies Limited,EQ,14-Oct-25,10,1,10,Markolines Pavement Technologies Limited,MARKOLINES.NS,BOTH
544574,Tata Capital Limited,TATACAP,Tata Capital Ltd,Active,A ,10,INE976I01016,Equity,TATACAP,Tata Capital Limited,EQ,13-Oct-25,10,1,10,Tata Capital Limited,TATACAP.NS,BOTH
544570,WeWork India Management Limited,WEWORK,WeWork India Management Ltd,Active,B ,10,INE085001019,Equity,WEWORK,WeWork India Management Limited,EQ,10-Oct-25,10,1,10,WeWork India Management Limited,WEWORK.NS,BOTH
544562,Advance Agrolife Limited,ADVANCE,Advance Agrolife Ltd,Active,B ,10,INE1B0W01010,Equity,ADVANCE,Advance Agrolife Limited,EQ,8-Oct-25,10,1,10,Advance Agrolife Limited,ADVANCE.NS,BOTH
544564,Om Freight Forwarders Limited,OMFREIGHT,Om Freight Forwarders Ltd,Active,B ,10,INE1BZC01019,Equity,OMFREIGHT,Om Freight Forwarders Limited,EQ,8-Oct-25,10,1,10,Om Freight Forwarders Limited,OMFREIGHT.NS,BOTH
,,,,,,,INE880Y01017,,SOLEX,Solex Energy Limited,EQ,8-Oct-25,10,1,10,Solex Energy Limited,SOLEX.NS,NSE
544558,Fabtech Technologies Limited,FABTECH,Fabtech Technologies Ltd,Active,B ,10,INE0HF201011,Equity,FABTECH,Fabtech Technologies Limited,EQ,7-Oct-25,10,1,10,Fabtech Technologies Limited,FABTECH.NS,BOTH
544557,Glottis Limited,GLOTTIS,Glottis Ltd,Active,B ,2,INE0TQE01026,Equity,GLOTTIS,Glottis Limited,EQ,7-Oct-25,2,1,2,Glottis Limited,GLOTTIS.NS,BOTH
544550,Pace Digitek Limited,PACEDIGITK,Pace Digitek Ltd,Active,B ,2,INE0S3G01027,Equity,PACEDIGITK,Pace Digitek Limited,EQ,6-Oct-25,2,1,2,Pace Digitek Limited,PACEDIGITK.NS,BOTH
526506,Systematix Corporate Services Ltd.,SYSTMTXC,Systematix Corporate Services Ltd,Active,B ,1,INE356B01024,Equity,SYSTMTXC,Systematix Corporate Services Limited,EQ,6-Oct-25,1,1,1,Systematix Corporate Services Limited,SYSTMTXC.NS,BOTH
544547,Jinkushal Industries Limited,JKIPL,Jinkushal Industries Ltd,Active,B ,10,INE1FF001016,Equity,JKIPL,Jinkushal Industries Limited,EQ,3-Oct-25,10,1,10,Jinkushal Industries Limited,JKIPL.NS,BOTH
544545,TRUALT BIOENERGY LIMITED,TRUALT,Trualt Bioenergy Ltd,Active,B ,10,INE0MWH01014,Equity,TRUALT,TruAlt Bioenergy Limited,EQ,3-Oct-25,10,1,10,TruAlt Bioenergy Limited,TRUALT.NS,BOTH
544543,BMW VENTURES LIMITED,BMWVENTLTD,BMW Ventures Ltd,Active,B ,10,INE965W01036,Equity,BMWVENTLTD,BMW Ventures Limited,EQ,1-Oct-25,10,1,10,BMW Ventures Limited,BMWVENTLTD.NS,BOTH
544540,Epack Prefab Technologies Limited,EPACKPEB,Epack Prefab Technologies Ltd,Active,B ,2,INE0MLS01022,Equity,EPACKPEB,EPack Prefab Technologies Limited,EQ,1-Oct-25,2,1,2,EPack Prefab Technologies Limited,EPACKPEB.NS,BOTH
508954,Finkurve Financial Services Limited,FINKURVE,Finkurve Financial Services Ltd,Active,B ,1,INE734I01027,Equity,FINKURVE,Finkurve Financial Services Limited,EQ,1-Oct-25,1,1,1,Finkurve Financial Services Limited,FINKURVE.NS,BOTH
544537,Jain Resource Recycling Limited,JAINREC,Jain Resource Recycling Ltd,Active,B ,2,INE0YD401026,Equity,JAINREC,Jain Resource Recycling Limited,EQ,1-Oct-25,2,1,2,Jain Resource Recycling Limited,JAINREC.NS,BOTH
544530,ANAND RATHI SHARE AND STOCK BROKERS LIMITED,ARSSBL,Anand Rathi Share And Stock Brokers Ltd,Active,B ,5,INE549H01021,Equity,ARSSBL,Anand Rathi Share and Stock Brokers Limited,EQ,30-Sep-25,5,1,5,Anand Rathi Share and Stock Brokers Limited,ARSSBL.NS,BOTH
544534,Jaro Institute of Technology Management and Research Limited,JARO,Jaro Institute of Technology Management and Research Ltd,Active,B ,10,INE00YJ01010,Equity,JARO,Jaro Institute of Technology Management and Research Limited,EQ,30-Sep-25,10,1,10,Jaro Institute of Technology Management and Research Limited,JARO.NS,BOTH
544533,Seshaasai Technologies Limited,STYL,Seshaasai Technologies Ltd,Active,B ,10,INE04VU01023,Equity,STYL,Seshaasai Technologies Limited,EQ,30-Sep-25,10,1,10,Seshaasai Technologies Limited,STYL.NS,BOTH
544532,Solarworld Energy Solutions Limited,SOLARWORLD,Solarworld Energy Solutions Ltd,Active,B ,5,INE0TY101024,Equity,SOLARWORLD,Solarworld Energy Solutions Limited,EQ,30-Sep-25,5,1,5,Solarworld Energy Solutions Limited,SOLARWORLD.NS,BOTH
544527,Atlanta Electricals Limited,ATLANTAELE,Atlanta Electricals Ltd,Active,B ,2,INE0Z4F01028,Equity,ATLANTAELE,Atlanta Electricals Limited,EQ,29-Sep-25,2,1,2,Atlanta Electricals Limited,ATLANTAELE.NS,BOTH
544528,Ganesh Consumer Products Limited,GANESHCP,Ganesh Consumer Products Ltd,Active,B ,10,INE652V01016,Equity,GANESHCP,Ganesh Consumer Products Limited,EQ,29-Sep-25,10,1,10,Ganesh Consumer Products Limited,GANESHCP.NS,BOTH
544525,GK ENERGY LIMITED,GKENERGY,GK Energy Ltd,Active,B ,2,INE1AG301022,Equity,GKENERGY,GK Energy Limited,EQ,26-Sep-25,2,1,2,GK Energy Limited,GKENERGY.NS,BOTH
543590,Rhetan TMT Limited,RHETAN,Rhetan TMT Ltd,Active,B ,1,INE0KKN01029,Equity,RHETAN,Rhetan TMT Limited,EQ,26-Sep-25,1,1,1,Rhetan TMT Limited,RHETAN.NS,BOTH
544526,Saatvik Green Energy Limited,SAATVIKGL,Saatvik Green Energy Ltd,Active,B ,2,INE13B501022,Equity,SAATVIKGL,Saatvik Green Energy Limited,EQ,26-Sep-25,2,1,2,Saatvik Green Energy Limited,SAATVIKGL.NS,BOTH
544523,IVALUE INFOSOLUTIONS LIMITED,IVALUE,Ivalue Infosolutions Ltd,Active,B ,2,INE056801025,Equity,IVALUE,Ivalue Infosolutions Limited,EQ,25-Sep-25,2,1,2,Ivalue Infosolutions Limited,IVALUE.NS,BOTH
544522,A B Cotspin India Limited,ABCOTS,A B Cotspin India Ltd,Active,B ,10,INE08PH01015,Equity,ABCOTS,A B Cotspin India Limited,EQ,24-Sep-25,10,1,10,A B Cotspin India Limited,ABCOTS.NS,BOTH
544521,VMS TMT LIMITED,VMSTMT,VMS TMT Ltd,Active,B ,10,INE0SJA01013,Equity,VMSTMT,VMS TMT Limited,EQ,24-Sep-25,10,1,10,VMS TMT Limited,VMSTMT.NS,BOTH
544519,EURO PRATIK SALES LIMITED,EUROPRATIK,Euro Pratik Sales Ltd,Active,B ,1,INE198501012,Equity,EUROPRATIK,Euro Pratik Sales Limited,EQ,23-Sep-25,1,1,1,Euro Pratik Sales Limited,EUROPRATIK.NS,BOTH
,,,,,,,INE0JYY01011,,MWL,Mangalam Worldwide Limited,EQ,18-Sep-25,10,1,10,Mangalam Worldwide Limited,MWL.NS,NSE
536264,Tiger Logistics (India) Limited,TIGERLOGS,Tiger Logistics (India) Ltd,Active,B ,1,INE906O01029,Equity,TIGERLOGS,Tiger Logistics (India) Limited,EQ,18-Sep-25,1,1,1,Tiger Logistics (India) Limited,TIGERLOGS.NS,BOTH
544513,Dev Accelerator Limited,DEVX,Dev Accelerator Ltd,Active,B ,2,INE0VOV01021,Equity,DEVX,Dev Accelerator Limited,EQ,17-Sep-25,2,1,2,Dev Accelerator Limited,DEVX.NS,BOTH
544512,SHRINGAR HOUSE OF MANGALSUTRA LIMITED,SHRINGARMS,Shringar House of Mangalsutra Ltd,Active,B ,10,INE1B3L01017,Equity,SHRINGARMS,Shringar House of Mangalsutra Limited,EQ,17-Sep-25,10,1,10,Shringar House of Mangalsutra Limited,SHRINGARMS.NS,BOTH
544515,Urban Company Limited,URBANCO,Urban Company Ltd,Active,B ,1,INE0CAZ01013,Equity,URBANCO,Urban Company Limited,EQ,17-Sep-25,1,1,1,Urban Company Limited,URBANCO.NS,BOTH
512329,SG MART LIMITED,SGMART,SG Mart Ltd,Active,B ,1,INE385F01024,Equity,SGMART,SG Mart Limited,EQ,12-Sep-25,1,1,1,SG Mart Limited,SGMART.NS,BOTH
544502,Amanta Healthcare Limited,AMANTA,Amanta Healthcare Ltd,Active,B ,10,INE084K01015,Equity,AMANTA,Amanta Healthcare Limited,EQ,9-Sep-25,10,1,10,Amanta Healthcare Limited,AMANTA.NS,BOTH
544499,Career Point Edutech Limited,CPEDU,Career Point Edutech Ltd,Active,B ,10,INE0P6P01016,Equity,CPEDU,Career Point Edutech Limited,EQ,5-Sep-25,10,1,10,Career Point Edutech Limited,CPEDU.NS,BOTH
543324,Gretex Corporate Services Limited,GCSL,Gretex Corporate Services Ltd,Active,T ,10,INE199P01028,Equity,GCSL,Gretex Corporate Services Limited,BE,4-Sep-25,10,1,10,Gretex Corporate Services Limited,GCSL.NS,BOTH
538119,R&B Denims Limited,RNBDENIMS,R&B Denims Ltd,Active,B ,2,INE012Q01021,Equity,RNBDENIMS,R&B Denims Limited,EQ,4-Sep-25,2,1,2,R&B Denims Limited,RNBDENIMS.NS,BOTH
544395,STL Networks Limited,STLNETWORK,STL Networks Ltd,Active,B ,2,INE1VXE01018,Equity,STLNETWORK,STL Networks Limited,EQ,4-Sep-25,2,1,2,STL Networks Limited,STLNETWORK.NS,BOTH
544497,ANLON HEALTHCARE LIMITED,AHCL,Anlon Healthcare Ltd,Active,T ,10,INE0Y8W01017,Equity,AHCL,Anlon Healthcare Limited,BE,3-Sep-25,10,1,10,Anlon Healthcare Limited,AHCL.NS,BOTH
544496,Vikran Engineering Limited,VIKRAN,Vikran Engineering Ltd,Active,B ,1,INE01R501028,Equity,VIKRAN,Vikran Engineering Limited,EQ,3-Sep-25,1,1,1,Vikran Engineering Limited,VIKRAN.NS,BOTH
544492,MANGAL ELECTRICAL INDUSTRIES LIMITED,MEIL,Mangal Electrical Industries Ltd,Active,B ,10,INE0PKD01011,Equity,MEIL,Mangal Electrical Industries Limited,EQ,28-Aug-25,10,1,10,Mangal Electrical Industries Limited,MEIL.NS,BOTH
544491,Gem Aromatics Limited,GEMAROMA,Gem Aromatics Ltd,Active,B ,2,INE06XZ01023,Equity,GEMAROMA,Gem Aromatics Limited,EQ,26-Aug-25,2,1,2,Gem Aromatics Limited,GEMAROMA.NS,BOTH
544487,PATEL RETAIL LIMITED,PATELRMART,Patel Retail Ltd,Active,B ,10,INE0R8B01010,Equity,PATELRMART,Patel Retail Limited,EQ,26-Aug-25,10,1,10,Patel Retail Limited,PATELRMART.NS,BOTH
544490,Shreeji Shipping Global Limited,SHREEJISPG,Shreeji Shipping Global Ltd,Active,B ,10,INE1B6101010,Equity,SHREEJISPG,Shreeji Shipping Global Limited,EQ,26-Aug-25,10,1,10,Shreeji Shipping Global Limited,SHREEJISPG.NS,BOTH
544488,Vikram Solar Limited,VIKRAMSOLR,Vikram Solar Ltd,Active,B ,10,INE078V01014,Equity,VIKRAMSOLR,Vikram Solar Limited,EQ,26-Aug-25,10,1,10,Vikram Solar Limited,VIKRAMSOLR.NS,BOTH
512008,EFC (I) LIMITED,EFCIL,EFC (I) Ltd,Active,B ,2,INE886D01026,Equity,EFCIL,EFC (I) Limited,EQ,20-Aug-25,2,1,2,EFC (I) Limited,EFCIL.NS,BOTH
544485,REGAAL RESOURCES LIMITED,REGAAL,Regaal Resources Ltd,Active,B ,5,INE0MHO01029,Equity,REGAAL,Regaal Resources Limited,EQ,20-Aug-25,5,1,5,Regaal Resources Limited,REGAAL.NS,BOTH
544484,BlueStone Jewellery and Lifestyle Limited,BLUESTONE,BlueStone Jewellery and Lifestyle Ltd,Active,B ,1,INE304W01038,Equity,BLUESTONE,BlueStone Jewellery and Lifestyle Limited,EQ,19-Aug-25,1,1,1,BlueStone Jewellery and Lifestyle Limited,BLUESTONE.NS,BOTH
544479,ALL TIME PLASTICS LIMITED,ALLTIME,All Time Plastics Ltd,Active,B ,2,INE0GV601021,Equity,ALLTIME,All Time Plastics Limited,EQ,14-Aug-25,2,1,2,All Time Plastics Limited,ALLTIME.NS,BOTH
544480,JSW CEMENT LIMITED,JSWCEMENT,JSW Cement Ltd,Active,B ,10,INE718I01012,Equity,JSWCEMENT,JSW Cement Limited,EQ,14-Aug-25,10,1,10,JSW Cement Limited,JSWCEMENT.NS,BOTH
544477,Highway Infrastructure Limited,HILINFRA,Highway Infrastructure Ltd,Active,B ,5,INE00RL01028,Equity,HILINFRA,Highway Infrastructure Limited,EQ,12-Aug-25,5,1,5,Highway Infrastructure Limited,HILINFRA.NS,BOTH
544476,Jeena Sikho Lifecare Limited,JSLL,Jeena Sikho Lifecare Ltd,Active,B ,2,INE0J5801029,Equity,JSLL,Jeena Sikho Lifecare Limited,EQ,11-Aug-25,2,1,2,Jeena Sikho Lifecare Limited,JSLL.NS,BOTH
544470,M & B ENGINEERING LIMITED,MBEL,M & B Engineering Ltd,Active,B ,10,INE08N601015,Equity,MBEL,M & B Engineering Limited,EQ,6-Aug-25,10,1,10,M & B Engineering Limited,MBEL.NS,BOTH
544469,Sri Lotus Developers and Realty Limited,LOTUSDEV,Sri Lotus Developers and Realty Ltd,Active,B ,1,INE0V9Q01010,Equity,LOTUSDEV,Sri Lotus Developers and Realty Limited,EQ,6-Aug-25,1,1,1,Sri Lotus Developers and Realty Limited,LOTUSDEV.NS,BOTH
544466,Aditya Infotech Limited,CPPLUS,Aditya Infotech Ltd,Active,B ,1,INE819V01029,Equity,CPPLUS,Aditya Infotech Limited,EQ,5-Aug-25,1,1,1,Aditya Infotech Limited,CPPLUS.NS,BOTH
544465,LAXMI INDIA FINANCE LIMITED,LAXMIINDIA,Laxmi India Finance Ltd,Active,B ,5,INE06WU01026,Equity,LAXMIINDIA,Laxmi India Finance Limited,EQ,5-Aug-25,5,1,5,Laxmi India Finance Limited,LAXMIINDIA.NS,BOTH
539199,SG FINSERVE LIMITED,SGFIN,SG Finserve Ltd,Active,B ,10,INE618R01015,Equity,SGFIN,SG Finserve Limited,EQ,5-Aug-25,10,1,10,SG Finserve Limited,SGFIN.NS,BOTH
544461,Euro Panel Products Limited,EUROBOND,Euro Panel Products Ltd,Active,B ,10,INE505V01016,Equity,EUROBOND,Euro Panel Products Limited,EQ,1-Aug-25,10,1,10,Euro Panel Products Limited,EUROBOND.NS,BOTH
544459,SHANTI GOLD INTERNATIONAL LIMITED,SHANTIGOLD,Shanti Gold International Ltd,Active,B ,10,INE06ZD01017,Equity,SHANTIGOLD,Shanti Gold International Limited,EQ,1-Aug-25,10,1,10,Shanti Gold International Limited,SHANTIGOLD.NS,BOTH
544457,Brigade Hotel Ventures Limited,BRIGHOTEL,Brigade Hotel Ventures Ltd,Active,B ,10,INE03NU01014,Equity,BRIGHOTEL,Brigade Hotel Ventures Limited,EQ,31-Jul-25,10,1,10,Brigade Hotel Ventures Limited,BRIGHOTEL.NS,BOTH
544455,GNG Electronics Limited,EBGNG,GNG Electronics Ltd,Active,B ,2,INE18JU01028,Equity,EBGNG,GNG Electronics Limited,EQ,30-Jul-25,2,1,2,GNG Electronics Limited,EBGNG.NS,BOTH
544454,INDIQUBE SPACES LIMITED,INDIQUBE,Indiqube Spaces Ltd,Active,B ,1,INE06ST01018,Equity,INDIQUBE,Indiqube Spaces Limited,EQ,30-Jul-25,1,1,1,Indiqube Spaces Limited,INDIQUBE.NS,BOTH
544456,R M DRIP AND SPRINKLERS SYSTEMS LIMITED,RMDRIP,R M Drip and Sprinklers Systems Ltd,Active,B ,1,INE219Y01026,Equity,RMDRIP,R M Drip and Sprinklers Systems Limited,EQ,30-Jul-25,1,1,1,R M Drip and Sprinklers Systems Limited,RMDRIP.NS,BOTH
544450,CHEMBOND CHEMICALS  LIMITED,CHEMBONDCH,Chembond Chemicals Ltd,Active,B ,5,INE0TGX01019,Equity,CHEMBONDCH,Chembond Chemicals Limited,EQ,23-Jul-25,5,1,5,Chembond Chemicals Limited,CHEMBONDCH.NS,BOTH
539151,Arfin India Limited,ARFIN,Arfin India Ltd,Active,T ,1,INE784R01023,Equity,ARFIN,Arfin India Limited,BE,22-Jul-25,1,1,1,Arfin India Limited,ARFIN.NS,BOTH
544449,Anthem Biosciences Limited,ANTHEM,Anthem Biosciences Ltd,Active,B ,2,INE0CZ201020,Equity,ANTHEM,Anthem Biosciences Limited,EQ,21-Jul-25,2,1,2,Anthem Biosciences Limited,ANTHEM.NS,BOTH
539399,Bella Casa Fashion & Retail Limited,BELLACASA,Bella Casa Fashion & Retail Ltd,Active,B ,10,INE344T01014,Equity,BELLACASA,Bella Casa Fashion & Retail Limited,EQ,18-Jul-25,10,1,10,Bella Casa Fashion & Retail Limited,BELLACASA.NS,BOTH
544448,Pashupati Cotspin Limited,PASHUPATI,Pashupati Cotspin Ltd,Active,B ,10,INE124Y01010,Equity,PASHUPATI,Pashupati Cotspin Limited,EQ,17-Jul-25,10,1,10,Pashupati Cotspin Limited,PASHUPATI.NS,BOTH
544447,SMARTWORKS COWORKING SPACES LIMITED,SMARTWORKS,Smartworks Coworking Spaces Ltd,Active,B ,10,INE0NAZ01010,Equity,SMARTWORKS,Smartworks Coworking Spaces Limited,EQ,17-Jul-25,10,1,10,Smartworks Coworking Spaces Limited,SMARTWORKS.NS,BOTH
544443,TRAVEL FOOD SERVICES LIMITED,TRAVELFOOD,Travel Food Services Ltd,Active,B ,1,INE103V01028,Equity,TRAVELFOOD,Travel Food Services Limited,EQ,14-Jul-25,1,1,1,Travel Food Services Limited,TRAVELFOOD.NS,BOTH
524743,FISCHER MEDICAL VENTURES LIMITED,FISCHER,Fischer Medical Ventures Ltd,Active,B ,1,INE771F01041,Equity,FISCHER,Fischer Medical Ventures Limited,EQ,10-Jul-25,1,1,1,Fischer Medical Ventures Limited,FISCHER.NS,BOTH
544439,CRIZAC LIMITED,CRIZAC,Crizac Ltd,Active,B ,2,INE0S4R01014,Equity,CRIZAC,Crizac Limited,EQ,9-Jul-25,2,1,2,Crizac Limited,CRIZAC.NS,BOTH
544432,Indogulf Cropsciences Limited,IGCL,Indogulf Cropsciences Ltd,Active,B ,10,INE05J901018,Equity,IGCL,Indogulf Cropsciences Limited,EQ,3-Jul-25,10,1,10,Indogulf Cropsciences Limited,IGCL.NS,BOTH
544429,HDB FINANCIAL SERVICES LIMITED,HDBFS,HDB Financial Services Ltd,Active,B ,10,INE756I01012,Equity,HDBFS,HDB Financial Services Limited,EQ,2-Jul-25,10,1,10,HDB Financial Services Limited,HDBFS.NS,BOTH
530305,Piccadily Agro Industries ltd.,PICCADIL,Piccadily Agro Industries Ltd,Active,B ,10,INE546C01010,Equity,PICCADIL,Piccadily Agro Industries Limited,EQ,2-Jul-25,10,1,10,Piccadily Agro Industries Limited,PICCADIL.NS,BOTH
544430,SAMBHV STEEL TUBES LIMITED,SAMBHV,Sambhv Steel Tubes Ltd,Active,B ,10,INE12NJ01018,Equity,SAMBHV,Sambhv Steel Tubes Limited,EQ,2-Jul-25,10,1,10,Sambhv Steel Tubes Limited,SAMBHV.NS,BOTH
544421,ELLENBARRIE INDUSTRIAL GASES LIMITED,ELLEN,Ellenbarrie Industrial Gases Ltd,Active,B ,2,INE236E01022,Equity,ELLEN,Ellenbarrie Industrial Gases Limited,EQ,1-Jul-25,2,1,2,Ellenbarrie Industrial Gases Limited,ELLEN.NS,BOTH
544424,GLOBE CIVIL PROJECTS LIMITED,GLOBECIVIL,Globe Civil Projects Ltd,Active,B ,10,INE0V3U01015,Equity,GLOBECIVIL,Globe Civil Projects Limited,EQ,1-Jul-25,10,1,10,Globe Civil Projects Limited,GLOBECIVIL.NS,BOTH
544423,Kalpataru Limited,KALPATARU,Kalpataru Ltd,Active,B ,10,INE227J01012,Equity,KALPATARU,Kalpataru Limited,EQ,1-Jul-25,10,1,10,Kalpataru Limited,KALPATARU.NS,BOTH
544420,Raymond Realty Limited,RAYMONDREL,Raymond Realty Ltd,Active,B ,10,INE1SY401010,Equity,RAYMONDREL,Raymond Realty Limited,EQ,1-Jul-25,10,1,10,Raymond Realty Limited,RAYMONDREL.NS,BOTH
544419,ArisInfra Solutions Limited,ARISINFRA,ArisInfra Solutions Ltd,Active,B ,2,INE0H9P01028,Equity,ARISINFRA,Arisinfra Solutions Limited,EQ,25-Jun-25,2,1,2,Arisinfra Solutions Limited,ARISINFRA.NS,BOTH
544403,Aditya Birla Lifestyle Brands Limited,ABLBL,Aditya Birla Lifestyle Brands Ltd,Active,B ,10,INE14LE01019,Equity,ABLBL,Aditya Birla Lifestyle Brands Limited,EQ,23-Jun-25,10,1,10,Aditya Birla Lifestyle Brands Limited,ABLBL.NS,BOTH
544416,KRISHIVAL FOODS LIMITED,KRISHIVAL,Krishival Foods Ltd,Active,B ,10,INE0GGO01015,Equity,KRISHIVAL,Krishival Foods Limited,EQ,20-Jun-25,10,1,10,Krishival Foods Limited,KRISHIVAL.NS,BOTH
544418,Oswal Pumps Limited,OSWALPUMPS,Oswal Pumps Ltd,Active,B ,1,INE0BYP01024,Equity,OSWALPUMPS,Oswal Pumps Limited,EQ,20-Jun-25,1,1,1,Oswal Pumps Limited,OSWALPUMPS.NS,BOTH
544390,Siemens Energy India Limited,ENRIN,Siemens Energy India Ltd,Active,B ,2,INE1NPP01017,Equity,ENRIN,Siemens Energy India Limited,EQ,19-Jun-25,2,1,2,Siemens Energy India Limited,ENRIN.NS,BOTH
