BSE_CODE,BSE_NAME,BSE_SYMBOL,BSE_SECURITY_NAME,Status,Group,BSE_FACE_VALUE,ISIN,Instrument,NSE_SYMBOL,NSE_NAME,SERIES,DATE OF LISTING,PAID UP VALUE,MARKET LOT,NSE_FACE_VALUE,CompanyName,Ticker,Exchange
544445,ASSTON PHARMACEUTICALS LIMITED,APL,Asston Pharmaceuticals Ltd,Active,M ,10,INE0SJX01015,Equity,,,,,,,,ASSTON PHARMACEUTICALS LIMITED,APL.BO,BSE
512600,ASTAL LABORATORIES LIMITED,ASTALLTD,Astal Laboratories Ltd,Active,X ,10,INE307N01014,Equity,,,,,,,,ASTAL LABORATORIES LIMITED,ASTALLTD.BO,BSE
544409,ASTONEA LABS LIMITED,ASTONEALAB,Astonea Labs Ltd,Active,M ,10,INE0TG901011,Equity,,,,,,,,ASTONEA LABS LIMITED,ASTONEALAB.BO,BSE
500028,ATV Projects India Ltd,ATVPR,ATV Projects India Ltd,Active,X ,10,INE447A01015,Equity,,,,,,,,ATV Projects India Ltd,ATVPR.BO,BSE
544505,AUSTERE SYSTEMS LIMITED,AUSTERE,Austere Systems Ltd,Active,M ,10,INE104201012,Equity,,,,,,,,AUSTERE SYSTEMS LIMITED,AUSTERE.BO,BSE
523896,AVI PRODUCTS INDIA LIMITED,APIL,Avi Products India Ltd,Active,XT,10,INE316O01021,Equity,,,,,,,,AVI PRODUCTS INDIA LIMITED,APIL.BO,BSE
504731,AZAD INDIA MOBILITY LIMITED,AZADIND,Azad India Mobility Ltd,Active,X ,10,INE566M01017,Equity,,,,,,,,AZAD INDIA MOBILITY LIMITED,AZADIND.BO,BSE
530027,Aadi Industries Ltd,AADIIND,Aadi Industries Ltd,Active,X ,10,INE563D01013,Equity,,,,,,,,Aadi Industries Ltd,AADIIND.BO,BSE
543346,Aashka Hospitals Limited,AASHKA,Aashka Hospitals Ltd,Active,M ,10,INE0EAX01014,Equity,,,,,,,,Aashka Hospitals Limited,AASHKA.BO,BSE
511764,Aastamangalam Finance Limited,AASTAFIN,Aastamangalam Finance Ltd,Active,X ,10,INE819K01014,Equity,,,,,,,,Aastamangalam Finance Limited,AASTAFIN.BO,BSE
539560,Abhijit Trading Co. Ltd.,ABHIJIT,Abhijit Trading Company Ltd,Active,XT,10,INE994N01019,Equity,,,,,,,,Abhijit Trading Co. Ltd.,ABHIJIT.BO,BSE
532057,Abhinav Capital Services Limited,ABHICAP,Abhinav Capital Services Ltd,Active,X ,10,INE516F01016,Equity,,,,,,,,Abhinav Capital Services Limited,ABHICAP.BO,BSE
538952,Abhinav Leasing & Finance Limited,ALFL,Abhinav Leasing & Finance Ltd,Active,X ,1,INE211D01027,Equity,,,,,,,,Abhinav Leasing & Finance Limited,ALFL.BO,BSE
538935,Abhishek Finlease limited,ABHIFIN,Abhishek Finlease Ltd,Active,X ,10,INE723C01015,Equity,,,,,,,,Abhishek Finlease limited,ABHIFIN.BO,BSE
539544,Abhishek Infraventures Limited,ABHIINFRA,Abhishek Infraventures Ltd,Active,X ,10,INE281P01016,Equity,,,,,,,,Abhishek Infraventures Limited,ABHIINFRA.BO,BSE
511756,Abirami Financial Services (India),ABIRAFN,Abirami Financial Services India Ltd,Active,Z ,10,INE195I01013,Equity,,,,,,,,Abirami Financial Services (India),ABIRAFN.BO,BSE
544422,Abram Food Limited,ABRFL,Abram Food Ltd,Active,MT,10,INE0ZDY01011,Equity,,,,,,,,Abram Food Limited,ABRFL.BO,BSE
544431,Ace Alpha Tech Limited,ACEALPHA,Ace Alpha Tech Ltd,Active,M ,10,INE0S9X01011,Equity,,,,,,,,Ace Alpha Tech Limited,ACEALPHA.BO,BSE
531525,Ace Software Exports ltd.,ACESOFT,ACE Software Exports Ltd-$,Active,X ,10,INE849B01010,Equity,,,,,,,,Ace Software Exports ltd.,ACESOFT.BO,BSE
543499,Achyut Healthcare Limited,ACHYUT,Achyut Healthcare Ltd,Active,MT,1,INE0K1401020,Equity,,,,,,,,Achyut Healthcare Limited,ACHYUT.BO,BSE
530043,Acknit Industries Ltd,ACKNIT,Acknit Industries Ltd,Active,X ,10,INE326C01017,Equity,,,,,,,,Acknit Industries Ltd,ACKNIT.BO,BSE
539391,Acme Resources Limited,ACME,Acme Resources Ltd,Active,Z ,10,INE636B01011,Equity,,,,,,,,Acme Resources Limited,ACME.BO,BSE
513149,Acrow (India) Ltd.,ACROW,Acrow India Ltd,Active,X ,10,INE950D01012,Equity,,,,,,,,Acrow (India) Ltd.,ACROW.BO,BSE
541144,Active Clothing Co  Limited,ACTIVE,Active Clothing Co Ltd,Active,B ,10,INE380Z01015,Equity,,,,,,,,Active Clothing Co  Limited,ACTIVE.BO,BSE
526711,Adarsh Plant Project Ltd.,ADARSHPL,Adarsh Plant Protect Ltd,Active,XT,10,INE627D01016,Equity,,,,,,,,Adarsh Plant Project Ltd.,ADARSHPL.BO,BSE
539506,Adcon Capital Services Limited,ADCON,Adcon Capital Services Ltd,Active,XT,1,INE805Q01028,Equity,,,,,,,,Adcon Capital Services Limited,ADCON.BO,BSE
541865,Add-Shop E-Retail Limited,ASRL,Add-Shop ERetail Ltd,Active,B ,10,INE01B501018,Equity,,,,,,,,Add-Shop E-Retail Limited,ASRL.BO,BSE
507852,Addi Industries Ltd.,ADDIND,Addi Industries Ltd-$,Active,X ,5,INE757C01021,Equity,,,,,,,,Addi Industries Ltd.,ADDIND.BO,BSE
543309,Adeshwar Meditex Limited,ADESHWAR,Adeshwar Meditex Ltd,Active,M ,10,INE0H8J01015,Equity,,,,,,,,Adeshwar Meditex Limited,ADESHWAR.BO,BSE
539189,Adhbhut Infrastructure Ltd.,ADHBHUTIN,Adhbhut Infrastructure Ltd,Active,X ,10,INE578L01014,Equity,,,,,,,,Adhbhut Infrastructure Ltd.,ADHBHUTIN.BO,BSE
780018,Adhiraj Distributors Limited,ADHIRAJ,Adhiraj Distributors Ltd,Active,IP,10,INE067R01015,Equity,,,,,,,,Adhiraj Distributors Limited,ADHIRAJ.BO,BSE
514113,Adinath Textiles Ltd.,ADINATH,Adinath Textiles Ltd,Active,XT,10,INE207C01019,Equity,,,,,,,,Adinath Textiles Ltd.,ADINATH.BO,BSE
543377,Adishakti Loha and Ispat Limited,ADISHAKTI,Adishakti Loha and Ispat Ltd,Active,MT,10,INE0CWK01019,Equity,,,,,,,,Adishakti Loha and Ispat Limited,ADISHAKTI.BO,BSE
544218,Aditya Birla Sun Life Mutual Fund,ABSLPSE,Aditya Birla Sun Life Nifty PSE ETF,Active,B ,1,INF209KB19Z4,Equity,,,,,,,,Aditya Birla Sun Life Mutual Fund,ABSLPSE.BO,BSE
543473,Aditya Birla Sun Life Mutual Fund,HEALTHY,Aditya Birla Sun Life Nifty Healthcare ETF,Active,B ,1,INF209KB10C2,Equity,,,,,,,,Aditya Birla Sun Life Mutual Fund,HEALTHY.BO,BSE
542863,Aditya Birla Sun Life Mutual Fund,ABSLBANETF,Aditya Birla Sun Life Nifty Bank ETF,Active,B ,1,INF209KB17D5,Equity,,,,,,,,Aditya Birla Sun Life Mutual Fund,ABSLBANETF.BO,BSE
543472,Aditya Birla Sun Life Mutual Fund,TECH,Aditya Birla Sunlife Nifty IT ETF,Active,B ,1,INF209KB11D8,Equity,,,,,,,,Aditya Birla Sun Life Mutual Fund,TECH.BO,BSE
542230,Aditya Birla Sun Life Mutual Fund,ABSLNN50ET,Aditya Birla Sun Life Nifty Next 50 ETF,Active,B ,1,INF209KB16D7,Equity,,,,,,,,Aditya Birla Sun Life Mutual Fund,ABSLNN50ET.BO,BSE
543574,Aditya Birla Sun Life Mutual Fund,NIFTYQLITY,Aditya Birla Sun Life Nifty 200 Quality 30 ETF,Active,B ,1,INF209KB15K4,Equity,,,,,,,,Aditya Birla Sun Life Mutual Fund,NIFTYQLITY.BO,BSE
543575,Aditya Birla Sun Life Mutual Fund,MOMENTUM,Aditya Birla Sun Life Nifty 200 Momentum 30 ETF,Active,B ,1,INF209KB14K7,Equity,,,,,,,,Aditya Birla Sun Life Mutual Fund,MOMENTUM.BO,BSE
540008,Aditya Birla Sun Life Mutual Fund,BSLSENETFG,Aditya Birla Sun Life BSE Sensex ETF,Active,A ,1,INF209KB10E8,Equity,,,,,,,,Aditya Birla Sun Life Mutual Fund,BSLSENETFG.BO,BSE
543474,Aditya Birla Sun Life Mutual Fund,BSLNIFTY,Aditya Birla Sun Life Nifty 50 ETF,Active,B ,1,INF209KB19D1,Equity,,,,,,,,Aditya Birla Sun Life Mutual Fund,BSLNIFTY.BO,BSE
513513,Aditya Ispat Ltd.,ADITYA,Aditya Ispat Ltd,Active,X ,10,INE570B01012,Equity,,,,,,,,Aditya Ispat Ltd.,ADITYA.BO,BSE
521141,Aditya Spinners Ltd.,ADITYASP,Aditya Spinners Ltd,Active,X ,10,INE122D01026,Equity,,,,,,,,Aditya Spinners Ltd.,ADITYASP.BO,BSE
523120,Ador Multiproducts Ltd,ADORMUL,Ador Multiproducts Ltd,Active,XT,10,INE628D01014,Equity,,,,,,,,Ador Multiproducts Ltd,ADORMUL.BO,BSE
521048,Advance Lifestyles Ltd.,ADVLIFE,Advance Lifestyles Ltd,Active,X ,10,INE900E01015,Equity,,,,,,,,Advance Lifestyles Ltd.,ADVLIFE.BO,BSE
526331,Advance Multitech Ltd.,ADVMULT,Advance Multitech Ltd,Active,XT,10,INE875S01019,Equity,,,,,,,,Advance Multitech Ltd.,ADVMULT.BO,BSE
506947,Advance Petrochemicals Ltd.,ADVPETR-B,Advance Petrochemicals Ltd,Active,X ,10,INE334N01018,Equity,,,,,,,,Advance Petrochemicals Ltd.,ADVPETR-B.BO,BSE
539773,Advik Capital Limited,ADVIKCA,Advik Capital Ltd,Active,X ,1,INE178T01024,Equity,,,,,,,,Advik Capital Limited,ADVIKCA.BO,BSE
524594,Aeonx Digital Technology Limited,AEONXDIGI,Aeonx Digital Technology Ltd,Active,X ,10,INE994D01010,Equity,,,,,,,,Aeonx Digital Technology Limited,AEONXDIGI.BO,BSE
534733,Aerpace Industries Limited,AERPACE,Aerpace Industries Ltd,Active,X ,1,INE175N01023,Equity,,,,,,,,Aerpace Industries Limited,AERPACE.BO,BSE
544224,Afcom Holdings Limited,AFCOM,Afcom Holdings Ltd,Active,M ,10,INE0OXY01013,Equity,,,,,,,,Afcom Holdings Limited,AFCOM.BO,BSE
516020,Agio Paper & Industries Limited,AGIOPAPER,Agio Paper & Industries Ltd-$,Active,XT,10,INE112C01011,Equity,,,,,,,,Agio Paper & Industries Limited,AGIOPAPER.BO,BSE
522273,Ahmedabad Steelcraft Ltd.,AHMDSTE,Ahmedabad Steelcraft Ltd,Active,X ,10,INE868C01018,Equity,,,,,,,,Ahmedabad Steelcraft Ltd.,AHMDSTE.BO,BSE
524288,Aimco Pesticides Ltd.,AIMCOPEST,Aimco Pesticides Ltd,Active,X ,10,INE008B01013,Equity,,,,,,,,Aimco Pesticides Ltd.,AIMCOPEST.BO,BSE
519216,Ajanta Soya Limited,AJANTSOY,Ajanta Soya Ltd,Active,X ,2,INE601B01023,Equity,,,,,,,,Ajanta Soya Limited,AJANTSOY.BO,BSE
511692,Ajcon Global Services Ltd.,AJCON,Ajcon Global Services Ltd,Active,X ,1,INE759C01027,Equity,,,,,,,,Ajcon Global Services Ltd.,AJCON.BO,BSE
526628,Ajwa Fun World & Resorts Ltd,AJWAFUN,Ajwa Fun World & Resort Ltd,Active,P ,10,INE863E01015,Equity,,,,,,,,Ajwa Fun World & Resorts Ltd,AJWAFUN.BO,BSE
530621,Akar Auto Industries Limited,AAIL,Akar Auto Industries Ltd,Active,X ,5,INE864E01021,Equity,,,,,,,,Akar Auto Industries Limited,AAIL.BO,BSE
535916,Alacrity Securities Limited,ALSL,Alacrity Securities Ltd,Active,B ,10,INE030P01017,Equity,,,,,,,,Alacrity Securities Limited,ALSL.BO,BSE
511463,Alexander Stamps And Coin Limited,ALEXANDER,Alexander Stamps And Coin Ltd,Active,X ,10,INE191N01012,Equity,,,,,,,,Alexander Stamps And Coin Limited,ALEXANDER.BO,BSE
530973,Alfa Ica (India) Ltd,ALFAICA,Alfa Ica India Ltd,Active,X ,10,INE042C01010,Equity,,,,,,,,Alfa Ica (India) Ltd,ALFAICA.BO,BSE
517546,Alfa Transformers ltd.,ALFATRAN,Alfa Transformers Ltd,Active,X ,10,INE209C01015,Equity,,,,,,,,Alfa Transformers ltd.,ALFATRAN.BO,BSE
531156,Alfavision Overseas (India) Ltd.,ALFAVIO,Alfavision Overseas India Ltd,Active,X ,1,INE883B01027,Equity,,,,,,,,Alfavision Overseas (India) Ltd.,ALFAVIO.BO,BSE
505216,Alfred Herbert (India) Ltd.,ALFREDHE,Alfred Herbert India Ltd,Active,X ,10,INE782D01027,Equity,,,,,,,,Alfred Herbert (India) Ltd.,ALFREDHE.BO,BSE
534064,Alliance Integrated Metaliks Limited,AIML,Alliance Integrated Metaliks Ltd,Active,X ,1,INE123D01024,Equity,,,,,,,,Alliance Integrated Metaliks Limited,AIML.BO,BSE
506120,Alna Trading & Exports Ltd.,ALNATRD,Alna Trading & Exports Ltd,Active,P ,10,INE07I701011,Equity,,,,,,,,Alna Trading & Exports Ltd.,ALNATRD.BO,BSE
542770,Alphalogic Techsys Limited,ALPHALOGIC,Alphalogic Techsys Ltd,Active,B ,5,INE08E401029,Equity,,,,,,,,Alphalogic Techsys Limited,ALPHALOGIC.BO,BSE
526519,Alpine Housing Development Corporat,ALPINEHOU,Alpine Housing Development Corporation Ltd,Active,X ,10,INE840D01015,Equity,,,,,,,,Alpine Housing Development Corporat,ALPINEHOU.BO,BSE
539277,Alstone Textiles (India) Limited,ALSTONE,Alstone Textiles (India) Ltd,Active,X ,1,INE184S01024,Equity,,,,,,,,Alstone Textiles (India) Limited,ALSTONE.BO,BSE
524634,Alufluoride  Ltd.,ALUFLUOR,Alufluoride Ltd,Active,X ,10,INE058F01019,Equity,,,,,,,,Alufluoride  Ltd.,ALUFLUOR.BO,BSE
506597,Amal Ltd,AMAL,Amal Ltd,Active,X ,10,INE841D01013,Equity,,,,,,,,Amal Ltd,AMAL.BO,BSE
501622,Amalgamated Electricity Co. Ltd.,AMALGAM,Amalgamated Electricity Company Ltd,Active,X ,5,INE492N01022,Equity,,,,,,,,Amalgamated Electricity Co. Ltd.,AMALGAM.BO,BSE
521097,Amarjothi Spinning Mills Ltd,AMARJOTHI,Amarjothi Spinning Mills Ltd,Active,X ,10,INE484D01012,Equity,,,,,,,,Amarjothi Spinning Mills Ltd,AMARJOTHI.BO,BSE
538465,Amarnath Securities Ltd.,AMARSEC,Amarnath Securities Ltd,Active,X ,10,INE745P01010,Equity,,,,,,,,Amarnath Securities Ltd.,AMARSEC.BO,BSE
539196,Amba Enterprises Ltd.,AEL,Amba Enterprises Ltd,Active,X ,5,INE829P01020,Equity,,,,,,,,Amba Enterprises Ltd.,AEL.BO,BSE
500009,Ambalal Sarabhai Enterprise Ltd.,AMBALALSA,Ambalal Sarabhai Enterprises Ltd,Active,X ,10,INE432A01017,Equity,,,,,,,,Ambalal Sarabhai Enterprise Ltd.,AMBALALSA.BO,BSE
519471,Ambar Protein Industries Limited,AMBARPIL,Ambar Protein Industries Ltd,Active,X ,10,INE072V01017,Equity,,,,,,,,Ambar Protein Industries Limited,AMBARPIL.BO,BSE
526439,Ambitious Plastomac Ltd.,AMBIT,Ambitious Plastomac Company Ltd,Active,XT,10,INE267C01013,Equity,,,,,,,,Ambitious Plastomac Ltd.,AMBIT.BO,BSE
530133,Amco India Ltd.,AMCOIND,Amco India Ltd-$,Active,X ,10,INE924B01011,Equity,,,,,,,,Amco India Ltd.,AMCOIND.BO,BSE
513117,Amforge Industries Ltd.,AMFORG,Amforge Industries Ltd,Active,X ,2,INE991A01020,Equity,,,,,,,,Amforge Industries Ltd.,AMFORG.BO,BSE
544037,Amic Forging Limited,AMIC,Amic Forging Ltd,Active,M ,10,INE0P9J01013,Equity,,,,,,,,Amic Forging Limited,AMIC.BO,BSE
531300,Amit International Ltd.,AMITINT,Amit International Ltd,Active,Z ,10,INE053D01015,Equity,,,,,,,,Amit International Ltd.,AMITINT.BO,BSE
531557,Amit Securities Ltd.,AMITSEC,Amit Securities Ltd,Active,XT,10,INE137E01014,Equity,,,,,,,,Amit Securities Ltd.,AMITSEC.BO,BSE
544169,Amkay Products Limited,AMKAY,Amkay Products Ltd,Active,M ,10,INE0QSB01016,Equity,,,,,,,,Amkay Products Limited,AMKAY.BO,BSE
536737,Amrapali Capital and Finance Services Limited,ACFSL,Amrapali Capital and Finance Services Ltd,Active,MT,10,INE218P01018,Equity,,,,,,,,Amrapali Capital and Finance Services Limited,ACFSL.BO,BSE
539265,Amrapali Fincap Limited,AMRAFIN,Amrapali Fincap Ltd,Active,MT,10,INE990S01016,Equity,,,,,,,,Amrapali Fincap Limited,AMRAFIN.BO,BSE
526241,Amrapali Industries Ltd,AMRAPLIN,Amrapali Industries Ltd,Active,X ,5,INE762C01021,Equity,,,,,,,,Amrapali Industries Ltd,AMRAPLIN.BO,BSE
531991,Amraworld Agrico Ltd.,AMRAAGRI,Amraworld Agrico Ltd,Active,X ,1,INE735C01027,Equity,,,,,,,,Amraworld Agrico Ltd.,AMRAAGRI.BO,BSE
544353,Amwill Health Care Limited,AMWILL,Amwill Health Care Ltd,Active,M ,10,INE0U2L01017,Equity,,,,,,,,Amwill Health Care Limited,AMWILL.BO,BSE
501630,Anand Projects Ltd,ANANDPROJ,Anand Projects Ltd,Active,XT,10,INE134R01013,Equity,,,,,,,,Anand Projects Ltd,ANANDPROJ.BO,BSE
542721,Anand Rayons Limited,ARL,Anand Rayons Ltd,Active,T ,10,INE02GA01012,Equity,,,,,,,,Anand Rayons Limited,ARL.BO,BSE
500012,Andhra Petrochemicals Ltd.,ANDHRAPET,Andhra Petrochemicals Ltd,Active,X ,10,INE714B01016,Equity,,,,,,,,Andhra Petrochemicals Ltd.,ANDHRAPET.BO,BSE
526173,Andrew Yule & Company Ltd,ANDREWYU,Andrew Yule & Company Ltd,Active,B ,2,INE449C01025,Equity,,,,,,,,Andrew Yule & Company Ltd,ANDREWYU.BO,BSE
541006,Angel Fibers Limited,ANGEL,Angel Fibers Ltd,Active,M ,10,INE339Z01011,Equity,,,,,,,,Angel Fibers Limited,ANGEL.BO,BSE
531878,Anjani Finance Ltd,ANJANIFIN,Anjani Finance Ltd,Active,X ,10,INE283D01018,Equity,,,,,,,,Anjani Finance Ltd,ANJANIFIN.BO,BSE
511153,Anjani Foods Limited,ANJANIFOODS,Anjani Foods Ltd,Active,X ,2,INE096I01021,Equity,,,,,,,,Anjani Foods Limited,ANJANIFOODS.BO,BSE
531223,Anjani Synthetics Limited,ANJANI,Anjani Synthetics Ltd-$,Active,X ,10,INE364D01032,Equity,,,,,,,,Anjani Synthetics Limited,ANJANI.BO,BSE
531673,Anka India Ltd.,ANKIN,Anka India Ltd,Active,XT,10,INE067C01025,Equity,,,,,,,,Anka India Ltd.,ANKIN.BO,BSE
530799,Anna Infrastructures Ltd,ANNAINFRA,Anna Infrastructures Ltd,Active,X ,10,INE336D01014,Equity,,,,,,,,Anna Infrastructures Ltd,ANNAINFRA.BO,BSE
523007,Ansal Buildwell Ltd.,ANSALBU,Ansal Buildwell Ltd-$,Active,X ,10,INE030C01015,Equity,,,,,,,,Ansal Buildwell Ltd.,ANSALBU.BO,BSE
542865,Anuroop Packaging Limited,ANUROOP,Anuroop Packaging Ltd,Active,B ,10,INE490Z01012,Equity,,,,,,,,Anuroop Packaging Limited,ANUROOP.BO,BSE
506166,Apis India Ltd,APIS,Apis India Ltd,Active,XT,10,INE070K01014,Equity,,,,,,,,Apis India Ltd,APIS.BO,BSE
890217,Aplab Ltd.,APLABPP,Aplab Ltd,Active,XT,10,IN9273A01047,Equity,,,,,,,,Aplab Ltd.,APLABPP.BO,BSE
517096,Aplab Ltd.,APLAB,Aplab Ltd-$,Active,XT,10,INE273A01015,Equity,,,,,,,,Aplab Ltd.,APLAB.BO,BSE
512437,Apollo Finvest (India) Ltd.,APOLLOFI,Apollo Finvest India Ltd,Active,X ,10,INE412D01013,Equity,,,,,,,,Apollo Finvest (India) Ltd.,APOLLOFI.BO,BSE
539545,Apoorva Leasing Finance & Investment Company Limited,APOORVA,Apoorva Leasing Finance and Investment Company Ltd,Active,X ,10,INE217S01014,Equity,,,,,,,,Apoorva Leasing Finance & Investment Company Limited,APOORVA.BO,BSE
506979,Apt Packaging Ltd,APTPACK,Apt Packaging Ltd,Active,X ,10,INE046E01025,Equity,,,,,,,,Apt Packaging Ltd,APTPACK.BO,BSE
544529,Aptus Pharma Limited,APPL,Aptus Pharma Ltd,Active,MT,10,INE15XJ01010,Equity,,,,,,,,Aptus Pharma Limited,APPL.BO,BSE
512344,Aravali Securities & Finance Ltd.,ARAVALIS,Aravali Securities & Finance Ltd,Active,X ,10,INE068C01015,Equity,,,,,,,,Aravali Securities & Finance Ltd.,ARAVALIS.BO,BSE
520121,Arcee Indusrtries ltd.,ARCEEIN,Arcee Industries Ltd,Active,X ,10,INE276D01012,Equity,,,,,,,,Arcee Indusrtries ltd.,ARCEEIN.BO,BSE
524640,Archit Organosys Limited,ARCHITORG,Archit Organosys Ltd,Active,X ,10,INE078I01011,Equity,,,,,,,,Archit Organosys Limited,ARCHITORG.BO,BSE
504370,Ardi Investment & Trading Ltd.,ZARDIINV,Ardi Investments & Trading Company Ltd,Active,XT,10,INE0LKP01014,Equity,,,,,,,,Ardi Investment & Trading Ltd.,ZARDIINV.BO,BSE
526851,Arex Industries Ltd.,AREXMIS,Arex Industries Ltd,Active,X ,10,INE480H01011,Equity,,,,,,,,Arex Industries Ltd.,AREXMIS.BO,BSE
531381,Arihant Foundations & Housing Ltd.,ARIHANT,Arihant Foundations & Housing Ltd-$,Active,X ,10,INE413D01011,Equity,,,,,,,,Arihant Foundations & Housing Ltd.,ARIHANT.BO,BSE
531017,Arihants Securities ltd.,ARISE,Arihants Securities Ltd,Active,X ,10,INE190D01015,Equity,,,,,,,,Arihants Securities ltd.,ARISE.BO,BSE
531677,Aris International Limited,ARISINT,Aris International Ltd,Active,XT,10,INE588E01026,Equity,,,,,,,,Aris International Limited,ARISINT.BO,BSE
538556,Arman Holdings Limited,ARMAN,Arman Holdings Ltd,Active,XT,10,INE510P01018,Equity,,,,,,,,Arman Holdings Limited,ARMAN.BO,BSE
537069,Arnold Holdings Ltd,ARNOLD,Arnold Holdings Ltd,Active,X ,10,INE185K01036,Equity,,,,,,,,Arnold Holdings Ltd,ARNOLD.BO,BSE
531297,Artefact Projects Ltd,ARTEFACT,Artefact Projects Ltd,Active,X ,10,INE885B01014,Equity,,,,,,,,Artefact Projects Ltd,ARTEFACT.BO,BSE
542670,Artemis Electricals and Projects Limited,AEPL,Artemis Electricals and Projects Ltd,Active,X ,1,INE757T01025,Equity,,,,,,,,Artemis Electricals and Projects Limited,AEPL.BO,BSE
526443,Artificial Electronics Intelligent Material Limited,AEIM,Artificial Electronics Intelligent Material Ltd,Active,XT,10,INE072B01027,Equity,,,,,,,,Artificial Electronics Intelligent Material Limited,AEIM.BO,BSE
500016,Aruna Hotels Ltd.,ARUNAHTEL,Aruna Hotels Ltd,Active,X ,10,INE957C01019,Equity,,,,,,,,Aruna Hotels Ltd.,ARUNAHTEL.BO,BSE
530881,Arunjyoti Bio Ventures Limited ,ABVL,Arunjyoti Bio Ventures Ltd,Active,XT,1,INE485K01022,Equity,,,,,,,,Arunjyoti Bio Ventures Limited ,ABVL.BO,BSE
538716,Aryaman Capital Markets Limited,ARYACAPM,Aryaman Capital Markets Ltd,Active,T ,10,INE229R01011,Equity,,,,,,,,Aryaman Capital Markets Limited,ARYACAPM.BO,BSE
530245,Aryaman Financial Services Ltd.,ARYAMAN,Aryaman Financial Services Ltd,Active,XT,10,INE032E01017,Equity,,,,,,,,Aryaman Financial Services Ltd.,ARYAMAN.BO,BSE
542176,Aryan Share & Stock Brokers Ltd.,ARYAN,Aryan Share and Stock Brokers Ltd,Active,X ,10,INE016X01010,Equity,,,,,,,,Aryan Share & Stock Brokers Ltd.,ARYAN.BO,BSE
543443,Ascensive Educare Limited,ASCENSIVE,Ascensive Educare Ltd,Active,MS,1,INE0E4I01027,Equity,,,,,,,,Ascensive Educare Limited,ASCENSIVE.BO,BSE
542579,Ashapuri Gold Ornament Limited,AGOL,Ashapuri Gold Ornament Ltd,Active,B ,1,INE05FR01029,Equity,,,,,,,,Ashapuri Gold Ornament Limited,AGOL.BO,BSE
519174,Ashiana Agro Industries Ltd,ASHAI,Ashiana Agro Industries Ltd,Active,XT,10,INE709D01012,Equity,,,,,,,,Ashiana Agro Industries Ltd,ASHAI.BO,BSE
513401,Ashiana Ispat Limited,ASHIS,Ashiana Ispat Ltd,Active,Z ,10,INE587D01012,Equity,,,,,,,,Ashiana Ispat Limited,ASHIS.BO,BSE
543766,Ashika Credit Capital Ltd.,ASHIKA,Ashika Credit Capital Ltd,Active,B ,10,INE094B01013,Equity,,,,,,,,Ashika Credit Capital Ltd.,ASHIKA.BO,BSE
512247,Ashirwad Capital Ltd.,ASHCAP,Ashirwad Capital Ltd,Active,X ,1,INE894A01026,Equity,,,,,,,,Ashirwad Capital Ltd.,ASHCAP.BO,BSE
526847,Ashirwad Steels & Industries  Ltd.,ASHSI,Ashirwad Steels & Industries Ltd,Active,X ,10,INE338C01012,Equity,,,,,,,,Ashirwad Steels & Industries  Ltd.,ASHSI.BO,BSE
530429,Ashish Polyplast Ltd.,ASHISHPO,Ashish Polyplast Ltd,Active,X ,10,INE831C01016,Equity,,,,,,,,Ashish Polyplast Ltd.,ASHISHPO.BO,BSE
541702,Ashnisha Industries Limited,ASHNI,Ashnisha Industries Ltd,Active,XT,1,INE694W01024,Equity,,,,,,,,Ashnisha Industries Limited,ASHNI.BO,BSE
507872,Ashnoor Textiles Mills Ltd.,ASHNOOR,Ashnoor Textile Mills Ltd,Active,X ,10,INE372I01018,Equity,,,,,,,,Ashnoor Textiles Mills Ltd.,ASHNOOR.BO,BSE
526187,Ashram Online.com Ltd,ASHRAM,Ashram Online.Com Ltd,Active,X ,10,INE293C01019,Equity,,,,,,,,Ashram Online.com Ltd,ASHRAM.BO,BSE
531568,Ashutosh Paper Mills Ltd.,ASHUTPM,Ashutosh Paper Mills Ltd,Active,XT,10,INE723K01018,Equity,,,,,,,,Ashutosh Paper Mills Ltd.,ASHUTPM.BO,BSE
530899,Asia Pack Ltd.,ASIAPAK,Asia Pack Ltd,Active,X ,10,INE784M01016,Equity,,,,,,,,Asia Pack Ltd.,ASIAPAK.BO,BSE
524434,Asian Petroproducts & Exports Ltd.,ASINPET,Asian Petroproducts & Exports Ltd,Active,X ,10,INE810M01019,Equity,,,,,,,,Asian Petroproducts & Exports Ltd.,ASINPET.BO,BSE
531847,Asian Star Co. Ltd.,ASTAR,Asian Star Company Ltd-$,Active,B ,10,INE194D01017,Equity,,,,,,,,Asian Star Co. Ltd.,ASTAR.BO,BSE
519532,Asian Tea & Exports Ltd.,ASIANTNE,Asian Tea & Exports Ltd-$,Active,X ,10,INE822B01017,Equity,,,,,,,,Asian Tea & Exports Ltd.,ASIANTNE.BO,BSE
543927,Asian Warehousing Limited,ASIAN,Asian Warehousing Ltd,Active,X ,10,INE04Z101016,Equity,,,,,,,,Asian Warehousing Limited,ASIAN.BO,BSE
530723,Asit C Mehta Financial Services Limited,ASITCFIN,Asit C Mehta Financial Services Ltd,Active,X ,10,INE041B01014,Equity,,,,,,,,Asit C Mehta Financial Services Limited,ASITCFIN.BO,BSE
540788,Aspira Pathlab & Diagnostics Limited,ASPIRA,Aspira Pathlab & Diagnostics Ltd,Active,X ,10,INE500C01017,Equity,,,,,,,,Aspira Pathlab & Diagnostics Limited,ASPIRA.BO,BSE
